odb8_level	odb8_og_id	protein_id	odb8_prot_id	organism	uniprot_description
6854:Arachnida	EOG8030D6	1151503.p	34638:0027d9	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D6	822953.p	34638:0031c7	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D6	823838.p	34638:0031c8	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D6	1153966.p	34638:003200	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D6	759869.p	34638:003b17	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D6	653919.p	34638:003f61	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D6	1158725.p	34638:00487c	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D6	ISCW010631-PA	6945:002252	Ixodes scapularis	
6854:Arachnida	EOG8030D6	ISCW015081-PA	6945:0030a7	Ixodes scapularis	
6854:Arachnida	EOG8030D6	ISCW015082-PA	6945:0030a8	Ixodes scapularis	
6854:Arachnida	EOG8030D6	ISCW023162-PA	6945:0049c8	Ixodes scapularis	
6854:Arachnida	EOG8030D6	ISCW023167-PA	6945:0049cc	Ixodes scapularis	
6854:Arachnida	EOG8030D6	ISCW023169-PA	6945:0049ce	Ixodes scapularis	
6854:Arachnida	EOG8030D7	CUFF.26335.1_Ste	407821:00283a	Stegodyphus mimosarum	
6854:Arachnida	EOG8030D7	ISCW006913-PA	6945:001648	Ixodes scapularis	
6854:Arachnida	EOG8030D8	630127.p	34638:003f55	Metaseiulus occidentalis	
6854:Arachnida	EOG8030D8	CUFF.47127.3_Ste	407821:005c37	Stegodyphus mimosarum	
6854:Arachnida	EOG8030D8	ISCW012380-PA	6945:00280a	Ixodes scapularis	
6854:Arachnida	EOG8030D9	CUFF.53559.1_Ste	407821:002641	Stegodyphus mimosarum	
6854:Arachnida	EOG8030D9	ISCW005902-PA	6945:00130a	Ixodes scapularis	
6854:Arachnida	EOG8030DB	1158084.p	34638:0042e0	Metaseiulus occidentalis	
6854:Arachnida	EOG8030DB	ISCW003247-PA	6945:000a78	Ixodes scapularis	
6854:Arachnida	EOG805VM6	tetur02g11070.1	32264:000a73	Tetranychus urticae	
6854:Arachnida	EOG805VM6	1156143.p	34638:003fbd	Metaseiulus occidentalis	
6854:Arachnida	EOG805VM6	CUFF.79110.1_Ste	407821:00672c	Stegodyphus mimosarum	
6854:Arachnida	EOG805VM6	ISCW019522-PA	6945:003e90	Ixodes scapularis	
6854:Arachnida	EOG805VM7	tetur02g07050.1	32264:0008f4	Tetranychus urticae	
6854:Arachnida	EOG805VM7	1153988.p	34638:003216	Metaseiulus occidentalis	
6854:Arachnida	EOG805VM7	CUFF.68585.1_Ste	407821:001963	Stegodyphus mimosarum	
6854:Arachnida	EOG805VM8	tetur05g03000.1	32264:001481	Tetranychus urticae	
6854:Arachnida	EOG805VM8	1145776.p	34638:000abd	Metaseiulus occidentalis	
6854:Arachnida	EOG805VM8	ISCW003150-PA	6945:000a24	Ixodes scapularis	
6854:Arachnida	EOG805VM9	tetur02g07210.1	32264:000904	Tetranychus urticae	DNA ligase (6.5.1.1)
6854:Arachnida	EOG805VM9	1157029.p	34638:004144	Metaseiulus occidentalis	
6854:Arachnida	EOG805VM9	CUFF.21377.1_Ste	407821:00536b	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMB	tetur14g00560.1	32264:002ae7	Tetranychus urticae	
6854:Arachnida	EOG805VMB	979006.p	34638:002da4	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMB	CUFF.42920.1_Ste	407821:001d22	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMB	CUFF.82396.1_Ste	407821:005ee5	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMB	ISCW018523-PA	6945:003b65	Ixodes scapularis	
6854:Arachnida	EOG805VMC	tetur03g01330.1	32264:000c86	Tetranychus urticae	
6854:Arachnida	EOG805VMC	1146925.p	34638:00112c	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMC	CUFF.2558.1_Ste	407821:006546	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMC	ISCW009899-PA	6945:001ff5	Ixodes scapularis	
6854:Arachnida	EOG805VMD	tetur27g01860.1	32264:003c75	Tetranychus urticae	
6854:Arachnida	EOG805VMD	878189.p	34638:002572	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMD	CUFF.1134.1_Ste	407821:0015bb	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMD	CUFF.6052.1_Ste	407821:0035b4	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMF	tetur01g08910.1	32264:000356	Tetranychus urticae	
6854:Arachnida	EOG805VMF	1147597.p	34638:0012f1	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMF	1152106.p	34638:002903	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMF	1153259.p	34638:002dc1	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMF	1152831.p	34638:003007	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMF	CUFF.61425.1_Ste	407821:000479	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMF	CUFF.75135.1_Ste	407821:000ac9	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMF	ISCW003809-PA	6945:000c47	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW004669-PA	6945:000f0f	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW005802-PA	6945:0012b3	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW006047-PA	6945:001389	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW006919-PA	6945:00164e	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW006920-PA	6945:00164f	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW006921-PA	6945:001650	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW008712-PA	6945:001c2b	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW009455-PA	6945:001e90	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW010087-PA	6945:002092	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW011661-PA	6945:0025b4	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW012148-PA	6945:002753	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW013931-PA	6945:002cfb	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW014096-PA	6945:002d83	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW014599-PA	6945:002f1e	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW014600-PA	6945:002f1f	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW016893-PA	6945:00364f	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW019335-PA	6945:003deb	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW019955-PA	6945:003fdc	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW020211-PA	6945:0040a7	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW020731-PA	6945:00424b	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW023253-PA	6945:004a14	Ixodes scapularis	
6854:Arachnida	EOG805VMF	ISCW023935-PA	6945:004c2e	Ixodes scapularis	
6854:Arachnida	EOG805VMG	tetur07g00330.1	32264:001973	Tetranychus urticae	
6854:Arachnida	EOG805VMG	1071859.p	34638:000019	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMG	CUFF.19494.1_Ste	407821:001e80	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMH	tetur26g00350.1	32264:003ab6	Tetranychus urticae	
6854:Arachnida	EOG805VMH	1144979.p	34638:000908	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMH	CUFF.35007.2_Ste	407821:00606f	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMH	ISCW009913-PA	6945:002003	Ixodes scapularis	
6854:Arachnida	EOG805VMJ	tetur32g00590.1	32264:00407a	Tetranychus urticae	Delta-aminolevulinic acid dehydratase (4.2.1.24)
6854:Arachnida	EOG805VMJ	858312.p	34638:002470	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMJ	CUFF.7906.1_Ste	407821:00406c	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMK	tetur11g01590.1	32264:002511	Tetranychus urticae	
6854:Arachnida	EOG805VMK	tetur14g01580.1	32264:002b45	Tetranychus urticae	
6854:Arachnida	EOG805VMK	1156190.p	34638:003fec	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMK	CUFF.39887.1_Ste	407821:003344	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMM	tetur10g05310.1	32264:002438	Tetranychus urticae	
6854:Arachnida	EOG805VMM	CUFF.42030.1_Ste	407821:002e23	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMM	CUFF.22418.1_Ste	407821:003268	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMM	ISCW006522-PA	6945:001519	Ixodes scapularis	
6854:Arachnida	EOG805VMN	tetur18g01300.1	32264:003196	Tetranychus urticae	
6854:Arachnida	EOG805VMN	1150259.p	34638:00207a	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMN	CUFF.75039.1_Ste	407821:00382c	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMN	ISCW014862-PA	6945:002ff4	Ixodes scapularis	
6854:Arachnida	EOG805VMP	tetur19g00730.1	32264:0032e8	Tetranychus urticae	
6854:Arachnida	EOG805VMP	1156436.p	34638:0040ba	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMP	CUFF.54021.1_Ste	407821:005269	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMP	ISCW021602-PA	6945:0044f5	Ixodes scapularis	
6854:Arachnida	EOG805VMQ	tetur28g00750.1	32264:003d0b	Tetranychus urticae	Golgi SNAP receptor complex member 1
6854:Arachnida	EOG805VMQ	1087820.p	34638:001ab1	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMQ	ISCW020319-PA	6945:0040ff	Ixodes scapularis	Golgi SNAP receptor complex member 1
6854:Arachnida	EOG805VMR	tetur25g00440.1	32264:0039e5	Tetranychus urticae	
6854:Arachnida	EOG805VMR	1083460.p	34638:0014d2	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMR	CUFF.24538.1_Ste	407821:00257d	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMR	ISCW008663-PA	6945:001c03	Ixodes scapularis	
6854:Arachnida	EOG805VMS	tetur27g01390.1	32264:003c47	Tetranychus urticae	
6854:Arachnida	EOG805VMS	797830.p	34638:002feb	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMS	CUFF.18516.1_Ste	407821:004c68	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMS	CUFF.39392.1_Ste	407821:005589	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMS	ISCW005291-PA	6945:001112	Ixodes scapularis	
6854:Arachnida	EOG805VMT	tetur04g05030.1	32264:0011a0	Tetranychus urticae	
6854:Arachnida	EOG805VMT	882229.p	34638:0043e4	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMT	CUFF.74885.1_Ste	407821:00453d	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMT	ISCW024444-PA	6945:004e15	Ixodes scapularis	
6854:Arachnida	EOG805VMV	tetur07g00310.1	32264:001971	Tetranychus urticae	
6854:Arachnida	EOG805VMV	1143989.p	34638:000594	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMV	CUFF.3000.1_Ste	407821:002414	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMV	ISCW012575-PA	6945:00289e	Ixodes scapularis	
6854:Arachnida	EOG805VMW	tetur04g02150.1	32264:001089	Tetranychus urticae	
6854:Arachnida	EOG805VMW	CUFF.65034.1_Ste	407821:0065ae	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMW	ISCW021293-PA	6945:0043ff	Ixodes scapularis	
6854:Arachnida	EOG805VMX	tetur02g15193.1	32264:000bfb	Tetranychus urticae	
6854:Arachnida	EOG805VMX	CUFF.61648.1_Ste	407821:00576a	Stegodyphus mimosarum	
6854:Arachnida	EOG805VMX	ISCW007017-PA	6945:00169e	Ixodes scapularis	
6854:Arachnida	EOG805VMZ	1158035.p	34638:004723	Metaseiulus occidentalis	
6854:Arachnida	EOG805VMZ	CUFF.56529.1_Ste	407821:003979	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN0	tetur11g04800.1	32264:00264a	Tetranychus urticae	
6854:Arachnida	EOG805VN0	1153543.p	34638:003308	Metaseiulus occidentalis	
6854:Arachnida	EOG805VN0	CUFF.72006.1_Ste	407821:002484	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN0	CUFF.20588.1_Ste	407821:006587	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN1	1144938.p	34638:0009ba	Metaseiulus occidentalis	
6854:Arachnida	EOG805VN1	CUFF.49602.1_Ste	407821:0067cf	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN1	ISCW008216-PA	6945:001a8b	Ixodes scapularis	
6854:Arachnida	EOG805VN2	CUFF.61894.1_Ste	407821:000a6f	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN2	gene.g12312.t1.1_Ste	407821:0028be	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN2	gene.g57950.t1.1_Ste	407821:0034ca	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN2	gene.g46289.t1.1_Ste	407821:0047c2	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN2	gene.g53167.t1.1_Ste	407821:005af5	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN2	ISCW019793-PA	6945:003f68	Ixodes scapularis	
6854:Arachnida	EOG805VN3	CUFF.79994.1_Ste	407821:0014dd	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN3	CUFF.19068.1_Ste	407821:0020db	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN3	ISCW015422-PA	6945:0031c0	Ixodes scapularis	
6854:Arachnida	EOG805VN4	gene.g57939.t1.1_Ste	407821:001d32	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN4	ISCW003799-PA	6945:000c3e	Ixodes scapularis	
6854:Arachnida	EOG805VN5	1149500.p	34638:001d22	Metaseiulus occidentalis	
6854:Arachnida	EOG805VN5	ISCW003437-PA	6945:000b1a	Ixodes scapularis	
6854:Arachnida	EOG805VN6	1005183.p	34638:002beb	Metaseiulus occidentalis	
6854:Arachnida	EOG805VN6	CUFF.38079.1_Ste	407821:004014	Stegodyphus mimosarum	
6854:Arachnida	EOG805VN7	tetur06g03430.1	32264:001828	Tetranychus urticae	
6854:Arachnida	EOG805VN7	tetur24g02620.1	32264:0039a3	Tetranychus urticae	
6854:Arachnida	EOG805VN7	ISCW001405-PA	6945:000479	Ixodes scapularis	
6854:Arachnida	EOG805VN7	ISCW024730-PA	6945:004f30	Ixodes scapularis	
6854:Arachnida	EOG808QV3	tetur05g05420.1	32264:001565	Tetranychus urticae	
6854:Arachnida	EOG808QV3	1153703.p	34638:00311d	Metaseiulus occidentalis	
6854:Arachnida	EOG808QV3	CUFF.51861.2_Ste	407821:004230	Stegodyphus mimosarum	
6854:Arachnida	EOG808QV3	ISCW023156-PA	6945:0049c3	Ixodes scapularis	
6854:Arachnida	EOG808QV4	tetur06g04290.1	32264:001878	Tetranychus urticae	
6854:Arachnida	EOG808QV4	1155086.p	34638:00376f	Metaseiulus occidentalis	
6854:Arachnida	EOG808QV4	CUFF.51860.1_Ste	407821:00422f	Stegodyphus mimosarum	
6854:Arachnida	EOG808QV4	ISCW011051-PA	6945:0023bf	Ixodes scapularis	
6854:Arachnida	EOG808QV5	tetur33g01600.1	32264:0041b9	Tetranychus urticae	
6854:Arachnida	EOG808QV5	1151510.p	34638:0027e1	Metaseiulus occidentalis	
6854:Arachnida	EOG808QV5	CUFF.74406.1_Ste	407821:00037e	Stegodyphus mimosarum	
6854:Arachnida	EOG808QV5	ISCW003004-PA	6945:0009ac	Ixodes scapularis	
6854:Arachnida	EOG808QV6	tetur02g02160.1	32264:000724	Tetranychus urticae	
6854:Arachnida	EOG808QV6	CUFF.59236.1_Ste	407821:0018ab	Stegodyphus mimosarum	
6854:Arachnida	EOG808QV6	ISCW020293-PA	6945:0040ea	Ixodes scapularis	
6854:Arachnida	EOG808QV7	827851.p	34638:00405b	Metaseiulus occidentalis	
6854:Arachnida	EOG808QV7	CUFF.29888.1_Ste	407821:004ab3	Stegodyphus mimosarum	
6854:Arachnida	EOG808QV7	ISCW000644-PA	6945:000211	Ixodes scapularis	
6854:Arachnida	EOG808QV8	tetur18g01710.1	32264:0031bf	Tetranychus urticae	
6854:Arachnida	EOG808QV8	919330.p	34638:003392	Metaseiulus occidentalis	
6854:Arachnida	EOG808QV8	CUFF.75946.1_Ste	407821:001cd7	Stegodyphus mimosarum	
6854:Arachnida	EOG808QV8	ISCW020652-PA	6945:00420f	Ixodes scapularis	
6854:Arachnida	EOG808QV9	tetur07g02140.1	32264:001a21	Tetranychus urticae	
6854:Arachnida	EOG808QV9	1149103.p	34638:00004c	Metaseiulus occidentalis	
6854:Arachnida	EOG808QV9	CUFF.73212.1_Ste	407821:0056d2	Stegodyphus mimosarum	
6854:Arachnida	EOG808QV9	ISCW023208-PA	6945:0049f0	Ixodes scapularis	
6854:Arachnida	EOG808QVB	tetur17g00640.1	32264:002fc4	Tetranychus urticae	
6854:Arachnida	EOG808QVB	tetur17g00660.1	32264:002fc6	Tetranychus urticae	
6854:Arachnida	EOG808QVB	1151181.p	34638:00250d	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVB	CUFF.34478.1_Ste	407821:000981	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVB	ISCW018510-PA	6945:003b59	Ixodes scapularis	
6854:Arachnida	EOG808QVC	tetur08g02920.1	32264:001d79	Tetranychus urticae	
6854:Arachnida	EOG808QVC	726854.p	34638:004530	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVC	CUFF.54023.1_Ste	407821:005267	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVC	ISCW010282-PA	6945:00213c	Ixodes scapularis	
6854:Arachnida	EOG808QVD	tetur04g06540.1	32264:00122d	Tetranychus urticae	
6854:Arachnida	EOG808QVD	tetur29g01150.1	32264:003e3d	Tetranychus urticae	
6854:Arachnida	EOG808QVD	1009847.p	34638:001666	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVD	CUFF.55601.1_Ste	407821:003e2b	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVD	ISCW014484-PA	6945:002ebb	Ixodes scapularis	
6854:Arachnida	EOG808QVF	tetur14g00280.1	32264:002acb	Tetranychus urticae	
6854:Arachnida	EOG808QVF	1150195.p	34638:00200c	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVF	CUFF.9233.1_Ste	407821:0025e0	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVF	ISCW017135-PA	6945:00370d	Ixodes scapularis	
6854:Arachnida	EOG808QVG	699182.p	34638:003a0b	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVG	CUFF.39930.1_Ste	407821:003096	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVG	ISCW022130-PA	6945:0046a0	Ixodes scapularis	
6854:Arachnida	EOG808QVH	tetur05g04440.1	32264:001505	Tetranychus urticae	Sodium/hydrogen exchanger
6854:Arachnida	EOG808QVH	1157841.p	34638:0043b7	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVH	CUFF.59919.1_Ste	407821:004efe	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVH	ISCW018629-PA	6945:003bbb	Ixodes scapularis	
6854:Arachnida	EOG808QVJ	tetur14g01760.1	32264:002b57	Tetranychus urticae	
6854:Arachnida	EOG808QVJ	856329.p	34638:001107	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVJ	CUFF.21872.1_Ste	407821:000df4	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVJ	CUFF.21874.1_Ste	407821:000df6	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVJ	CUFF.21876.1_Ste	407821:000df7	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVJ	CUFF.21866.1_Ste	407821:003e79	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVJ	CUFF.45406.1_Ste	407821:004fe2	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVJ	CUFF.21871.1_Ste	407821:0056c2	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVJ	CUFF.38152.1_Ste	407821:0062d2	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVJ	ISCW004389-PA	6945:000e2c	Ixodes scapularis	
6854:Arachnida	EOG808QVJ	ISCW022212-PA	6945:0046e1	Ixodes scapularis	
6854:Arachnida	EOG808QVJ	ISCW024175-PA	6945:004d0b	Ixodes scapularis	
6854:Arachnida	EOG808QVJ	ISCW024689-PA	6945:004f07	Ixodes scapularis	
6854:Arachnida	EOG808QVK	tetur11g00260.1	32264:00248e	Tetranychus urticae	
6854:Arachnida	EOG808QVK	1148784.p	34638:0018cf	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVK	CUFF.75142.1_Ste	407821:0018d2	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVK	ISCW010690-PA	6945:002287	Ixodes scapularis	
6854:Arachnida	EOG808QVM	tetur36g00780.1	32264:00432d	Tetranychus urticae	
6854:Arachnida	EOG808QVM	813867.p	34638:003cee	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVM	CUFF.47780.1_Ste	407821:003079	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVM	ISCW019526-PA	6945:003e91	Ixodes scapularis	Cytochrome C oxidase polypeptide Vb
6854:Arachnida	EOG808QVN	tetur23g00340.1	32264:0037cc	Tetranychus urticae	
6854:Arachnida	EOG808QVN	752210.p	34638:0033f0	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVN	CUFF.82026.1_Ste	407821:002c58	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVN	ISCW007482-PA	6945:001826	Ixodes scapularis	
6854:Arachnida	EOG808QVP	tetur11g00270.1	32264:00248f	Tetranychus urticae	
6854:Arachnida	EOG808QVP	1126107.p	34638:00199c	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVP	CUFF.3738.1_Ste	407821:0038a8	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVP	ISCW012442-PA	6945:00283b	Ixodes scapularis	
6854:Arachnida	EOG808QVQ	tetur05g05900.1	32264:001595	Tetranychus urticae	
6854:Arachnida	EOG808QVQ	1120507.p	34638:000630	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVQ	CUFF.55018.1_Ste	407821:003658	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVQ	ISCW013438-PA	6945:002b69	Ixodes scapularis	
6854:Arachnida	EOG808QVR	tetur36g00900.1	32264:004339	Tetranychus urticae	Ubiquitin-related modifier 1 homolog
6854:Arachnida	EOG808QVR	1090611.p	34638:001219	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVR	CUFF.76487.1_Ste	407821:004564	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVS	tetur08g05730.1	32264:001e90	Tetranychus urticae	
6854:Arachnida	EOG808QVS	825947.p	34638:004058	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVT	tetur07g00090.1	32264:00195b	Tetranychus urticae	
6854:Arachnida	EOG808QVT	1154431.p	34638:003a52	Metaseiulus occidentalis	
6854:Arachnida	EOG808QVT	ISCW003471-PA	6945:000b35	Ixodes scapularis	
6854:Arachnida	EOG808QVV	tetur17g00650.1	32264:002fc5	Tetranychus urticae	
6854:Arachnida	EOG808QVV	tetur17g00670.1	32264:002fc7	Tetranychus urticae	
6854:Arachnida	EOG808QVV	CUFF.69841.1_Ste	407821:000dd2	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVW	CUFF.44842.1_Ste	407821:00273c	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVW	ISCW015780-PA	6945:0032e7	Ixodes scapularis	
6854:Arachnida	EOG808QVX	tetur36g00250.1	32264:0042fe	Tetranychus urticae	
6854:Arachnida	EOG808QVX	CUFF.63879.1_Ste	407821:000201	Stegodyphus mimosarum	
6854:Arachnida	EOG808QVX	ISCW019248-PA	6945:003da5	Ixodes scapularis	
6854:Arachnida	EOG808QVZ	tetur26g02832.1	32264:003bae	Tetranychus urticae	
6854:Arachnida	EOG808QVZ	CUFF.20213.1_Ste	407821:005206	Stegodyphus mimosarum	
6854:Arachnida	EOG808QW0	CUFF.18644.1_Ste	407821:001c45	Stegodyphus mimosarum	
6854:Arachnida	EOG808QW0	ISCW000394-PA	6945:000140	Ixodes scapularis	
6854:Arachnida	EOG808QW1	CUFF.5253.1_Ste	407821:003201	Stegodyphus mimosarum	
6854:Arachnida	EOG808QW1	ISCW000431-PA	6945:00015c	Ixodes scapularis	
6854:Arachnida	EOG808QW2	tetur07g03930.1	32264:001ace	Tetranychus urticae	
6854:Arachnida	EOG808QW2	CUFF.24904.1_Ste	407821:004545	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM34	tetur24g01530.1	32264:00393b	Tetranychus urticae	
6854:Arachnida	EOG80CM34	1144412.p	34638:000633	Metaseiulus occidentalis	
6854:Arachnida	EOG80CM34	ISCW000378-PA	6945:000131	Ixodes scapularis	
6854:Arachnida	EOG80CM35	tetur01g06550.1	32264:000274	Tetranychus urticae	
6854:Arachnida	EOG80CM35	1156365.p	34638:003dc3	Metaseiulus occidentalis	
6854:Arachnida	EOG80CM35	CUFF.68655.1_Ste	407821:004203	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM35	ISCW000904-PA	6945:0002e2	Ixodes scapularis	
6854:Arachnida	EOG80CM36	tetur01g03250.1	32264:00013b	Tetranychus urticae	
6854:Arachnida	EOG80CM36	898583.p	34638:001034	Metaseiulus occidentalis	
6854:Arachnida	EOG80CM36	CUFF.41914.1_Ste	407821:0046c2	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM37	tetur15g00900.1	32264:002cb1	Tetranychus urticae	
6854:Arachnida	EOG80CM37	tetur27g00760.1	32264:003c09	Tetranychus urticae	
6854:Arachnida	EOG80CM37	876308.p	34638:000e43	Metaseiulus occidentalis	
6854:Arachnida	EOG80CM37	CUFF.28657.1_Ste	407821:00206e	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM37	ISCW015012-PA	6945:00306d	Ixodes scapularis	
6854:Arachnida	EOG80CM38	tetur08g05370.1	32264:001e6c	Tetranychus urticae	DIS3-like exonuclease 2 (3.1.13.-)
6854:Arachnida	EOG80CM38	1145636.p	34638:000b52	Metaseiulus occidentalis	
6854:Arachnida	EOG80CM38	CUFF.26166.1_Ste	407821:0036a4	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM38	ISCW005218-PA	6945:0010d8	Ixodes scapularis	
6854:Arachnida	EOG80CM39	tetur07g06350.1	32264:001bb9	Tetranychus urticae	
6854:Arachnida	EOG80CM39	1156095.p	34638:003f8c	Metaseiulus occidentalis	
6854:Arachnida	EOG80CM39	CUFF.67685.1_Ste	407821:004553	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM39	ISCW020188-PA	6945:004093	Ixodes scapularis	
6854:Arachnida	EOG80CM3B	tetur04g08140.1	32264:0012ca	Tetranychus urticae	
6854:Arachnida	EOG80CM3B	1157032.p	34638:004147	Metaseiulus occidentalis	
6854:Arachnida	EOG80CM3B	CUFF.42465.1_Ste	407821:0027f6	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM3B	CUFF.17177.1_Ste	407821:003d51	Stegodyphus mimosarum	
6854:Arachnida	EOG80CM3B	ISCW024005-PA	6945:004c65	Ixodes scapularis	
